식재료명(통합),제공 기준량,단위,평균 에너지(kcal)
스테비아_말린것,100,g,303
명태_알_젓갈(명란젓),100,g,132
딸기_개량종_생것,100,g,33
임연수어_육_생것,100,g,157
소고기_한우(1++등급)_양지(양지머리)_생것,100,g,213
쏘가리_육_생것,100,g,109
고비_야생_삶아서 말린것,100,g,299
상추_적하계_적상추_생것,100,g,19
꾸지뽕_잎_생것,100,g,85
소고기_한우(1등급)_등심(꽃등심살)_생것,100,g,336
숙주나물_데친것,100,g,12
상추_아담_청상추_생것,100,g,9
가지_말린것,100,g,290
소고기_한우(1등급)_설도(보섭살)_생것,100,g,163
송아지 부산물_수입산(미국산)_간_생것,100,g,140
녹차_분말화한것,100,g,379
청경채_생것,100,g,10
부지갱이(섬쑥부쟁이)_데친것,100,g,33
김류_참김_전체_조미하여 말린것,100,g,172
밀_흑밀_도정_생것,100,g,328
붕어_육_삶은것,100,g,250
아마란스_노란색_말린것,100,g,383
오크라_생것,100,g,26
고추_녹광_초록색_생것,100,g,27
기장_찰기장_도정_생것,100,g,371
대구류_육_젓갈,100,g,69
잉어_육_찐것,100,g,110
소고기_한우(1++등급)_양지(업진살)_생것,100,g,413
피스타치오넛_볶은것,100,g,584
소고기_한우(1등급)_등심(윗등심살)_생것,100,g,309
문어류_낙지_육_생것,100,g,81
비비추(이밥추)_생것,100,g,48
은행_삶은것,100,g,186
쑥부쟁이_잎줄기_생것,100,g,26
송아지고기_수입산(미국산)_어깨_삶은것,100,g,236
다슬기류_곳체다슬기_육_생것,100,g,79
부추_솔부추_생것,100,g,21
소고기_한우(2등급)_설도(보섭살)_생것,100,g,168
소고기_한우_양지_삶은것,100,g,272
후추_ 검은색_ 가루,100,g,398
소고기_한우(1+등급)_설도(삼각살)_생것,100,g,211
포도_거봉_생것,100,g,60
치커리차_말린것,100,g,369
오징어류_갈고리흰오징어_다리_생것,100,g,65
송아지고기_수입산(미국산)_어깨_생것,100,g,132
메추리알_난황_삶은것,100,g,360
청어_알_말린것,100,g,397
새우류_긴뿔천길새우_육_생것,100,g,92
콩(대두)_대풍_볶은것,100,g,460
소고기_한우(1등급)_우둔(우둔살)_생것,100,g,166
마늘_한지형_구근_볶은것,100,g,165
리치_생것,100,g,61
돼지 부산물_신장_삶은것,100,g,151
꿩고기_숫꿩_생것,100,g,124
오리알_삶은것,100,g,183
돼지고기_등심_구운것(팬),100,g,184
파인애플_찐것,100,g,51
새우류_꽃새우_전체_말린것,100,g,341
파프리카(착색단고추)_노란색_데친것,100,g,25
멥쌀_오대_백미_생것,100,g,371
보리_분말화한것,100,g,357
상추_롤로로사_적상추_생것,100,g,20
바지락_육_구운것,100,g,142
더덕_뿌리_구운것(팬),100,g,86
파스타_마카로니_말린것,100,g,380
굴류_참굴_육_삶은것,100,g,100
성게류_성게_육_생것,100,g,164
녹두_말린것,100,g,352
정어리_육_조미통조림,100,g,134
감자_대지_삶은것,100,g,77
소고기_한우(2등급)_양지(양지머리)_생것,100,g,198
소고기_한우(1+등급)_등심(윗등심살)_생것,100,g,339
얼갈이배추_생것,100,g,14
닭 부산물_심장(염통)_구운것(팬),100,g,216
포도_청포도(샤이니스타)_생것,100,g,76
바지락_육_말린것,100,g,386
장어류_뱀장어_간_생것,100,g,219
장어류_칠성장어_육_말린것,100,g,461
두릅_땅두릅_잎_데친것,100,g,61
선인장_보검선인장_열매_생것,100,g,83
고구마_줄기(껍질 포함)_데친것,100,g,22
가리비류_큰가리비_육_생것,100,g,67
개량조개_육_말린것,100,g,276
감_연시+청도반시_생것,100,g,62
도토리묵_분말화한것,100,g,366
취나물_개미취_생것,100,g,53
가자미류_참가자미_알_생것,100,g,152
메추리알_난황_생것,100,g,296
소고기_한우(1+등급)_등심(살치살)_생것,100,g,351
돔류_샛돔_육_찐것,100,g,132
배_만풍_생것,100,g,44
멥쌀_해담쌀_현미_생것,100,g,366
소고기_한우(1+등급)_등심(아래등심살)_생것,100,g,297
마늘_구근_다진것,100,g,99
장어류_비콜라장어_육_생것,100,g,200
문어류_낙지_육_생것문어류_낙지_육_생것,100,g,46
치아씨_씨앗_말린것,100,g,486
멥쌀_고아미2호_현미_생것,100,g,359
돼지 부산물_위(오소리감투)_삶은것,100,g,157
바나나_말린것,100,g,314
귤_흥진조생_생것,100,g,40
클로렐라_육_말린것,100,g,97
전갱이류_전갱이_육_삶은것,100,g,151
소고기_한우(1등급)_갈비(토시살)_생것,100,g,271
소고기_한우(2등급)_갈비(제비추리)_생것,100,g,172
잔대_뿌리_생것,100,g,79
대구류_육_튀긴것(밀가루옷),100,g,153
아보카도_생것,100,g,160
인삼_수삼_삶은것,100,g,86
포도_탐나라_생것,100,g,49
까나리_육_젓갈(액젓),100,g,30
오징어류_오징어_전체_말린것_수입(필리핀),100,g,289
전호_생것,100,g,23
번데기(누에)_말린것,100,g,224
버들송이버섯_생것,100,g,20
붉은맛(큰죽합)_육_생것,100,g,62
게류_대게_육_데쳐서 말린것,100,g,314
김류_참김_전체_생것,100,g,12
조_메조_도정_생것,100,g,373
꼴뚜기류_창꼴뚜기_머리_생것,100,g,88
소고기_한우(2등급)_갈비(토시살)_생것,100,g,260
마늘_ 가루,100,g,342
넙치류_넙치(광어)_전체_생것_수입(그린란드),100,g,186
멥쌀_흑미_생것,100,g,357
구즈베리_생것,100,g,51
연어류_연어_알_소금에 절여 저장한것,100,g,257
양파_말린것,100,g,340
고등어류_고등어_육_구운것_수입(일본),100,g,293
표고버섯_대_말린것,100,g,180
배추_잎_말린것을 삶은것,100,g,23
달걀_난황_생것,100,g,326
밴댕이_전체_말린것,100,g,238
검은비늘버섯_말린것,100,g,177
게류_동남참게_육_생것_광양,100,g,156
야콘_뿌리_생것,100,g,52
돼지감자_생것,100,g,35
까나리_육_삶아서 말린것,100,g,218
블루베리_말린것,100,g,325
돼지고기_갈비_구운것(팬),100,g,270
가지_소금에 절인것,100,g,22
미역류_미역_뿌리_생것,100,g,10
닭고기_토종_껍질,100,g,351
소고기_한우(1++등급)_갈비(꽃갈비)_생것,100,g,424
고려엉겅퀴(곤드레)_재배_말린것,100,g,310
곰취_재배_말린것,100,g,306
모자반류_모자반_전체_말린것,100,g,138
멍게류_유령멍게_육_생것_창원,100,g,22
바지락_육_통조림,100,g,101
명태_육_얼려서 말린것(포)_강릉,100,g,350
꾸지뽕_잎_말린것,100,g,282
고구마_줄기_말린것,100,g,262
유채씨기름,100,g,920
뜸부기_줄기_말린것,100,g,128
송아지고기_수입산(미국산)_갈비_삶은것,100,g,251
소고기_한우(2등급)_앞다리(갈비덧살)_생것,100,g,174
메밀묵_분말화한것,100,g,371
노루궁뎅이버섯_데친것,100,g,18
정어리_육_통조림,100,g,135
대구류_육_생것,100,g,79
모자반류_모자반_줄기_소금에 절여 저장한것,100,g,18
옥수수_메옥수수_삶은것,100,g,173
방가지똥_생것,100,g,46
소고기_한우(1+등급)_앞다리(갈비덧살)_생것,100,g,215
찹쌀_백미_분말화한것,100,g,377
칠면초_생것,100,g,27
백향과(패션프루트) 주스_천연과즙,100,g,67
소고기_한우(1++등급)_갈비(제비추리)_생것,100,g,202
옥수수_대학_삶은것,100,g,140
잠두_삶은것,100,g,110
팽이버섯_생것,100,g,21
다랑어류_가다랑어_육_기름담금 통조림,100,g,205
멥쌀_해들_현미_생것,100,g,356
양지국물,100,g,4
청어_육_소금에 절여 저장한것,100,g,176
청어_육_얼려서 말린것_사천,100,g,371
꼬막류_피조개_육_찐것,100,g,164
사과_아오리_껍질제거_생것,100,g,52
소고기_한우(2등급)_앞다리(부채덮개살)_생것,100,g,156
송어류_송어_육_생것,100,g,122
소고기_한우(1++등급)_우둔_생것,100,g,191
쑥_말린것,100,g,272
호박_늙은호박_찐것,100,g,40
더덕_순_데친것,100,g,35
만가닥버섯_생것,100,g,19
돔류_금눈돔_육_생것,100,g,135
포도_캠벨얼리_껍질+씨포함_생것,100,g,58
닭 부산물_간_생것,100,g,116
바리류_대왕범바리_육_생것,100,g,151
표고버섯_재배_말린것,100,g,178
콩(대두)_수입산(중국산)_말린것,100,g,433
돼지 부산물_족발_삶은것,100,g,238
게류_대게_내장_생것,100,g,106
솔잎_ 추출,100,ml,8
곤달비_데친것,100,g,29
민어_알_소금에 절여 저장한것,100,g,315
사과_아오리_껍질 포함_생것,100,g,49
곤약(구약나물)_국수형_생것,100,g,7
호박_잎_생것,100,g,45
육두구_ 가루,100,g,302
백합류_백합_육_삶은것,100,g,88
포도_탄금추_생것,100,g,50
작두(도두)_생것,100,g,125
옥수수_일미찰_삶은것,100,g,129
소고기_한우(1등급)_양지(앞치마살)_생것,100,g,292
톳_줄기_삶아서 말린것,100,g,135
송어류_송어_전체_조린것,100,g,135
송아지 부산물_수입산(미국산)_혀_삶은것,100,g,202
오미자_말린것,100,g,362
취나물_참취_말린것,100,g,265
소고기_한우(3등급)_목심(목심살)_생것,100,g,102
뱅어_육_말린것(포),100,g,403
오리고기_껍질 포함_생것,100,g,242
율무느타리버섯_생것,100,g,21
소라류_참소라_육_생것,100,g,100
보리_흑수청찰_도정_생것,100,g,352
송아지고기_수입산(미국산)_등심_구운것,100,g,217
고등어류_고등어_육_반정도 말린것,100,g,336
소고기_한우(1+등급)_등심(꽃등심살)_생것,100,g,342
고등어류_고등어_전체_훈제,100,g,295
보리_두산8호_도정_생것,100,g,352
감_대봉(갑주백목)_생것,100,g,68
아피오스감자_생것,100,g,175
사과_동결건조,100,g,332
고둥류_갈색띠매물고둥_육_생것,100,g,98
강달이류_눈강달이_육_생것,100,g,109
메밀 국수_삶은것,100,g,124
소고기_한우(1+등급)_앞다리(꾸리살)_생것,100,g,189
국수_생것,100,g,291
보리밥_쌀보리,100,g,144
돼지고기_안심(안심살)_삶은것,100,g,177
라벤다_말린것,100,g,330
국수_칼국수_삶은것,100,g,140
밀_도정_생것,100,g,333
오징어류_오징어_내장_젓갈,100,g,109
옥수수 샐러드_콘샐러드,100,g,104
오리알_난황_삶은것,100,g,375
사과_부사_생것,100,g,56
달걀_난황_삶은것,100,g,379
문어류_문어_육_말린것,100,g,348
송어류_무지개송어_육_구운것,100,g,167
설탕_빙설탕,100,g,394
진달래꽃_생것,100,g,26
소고기_한우(1+등급)_양지(업진살)_생것,100,g,335
고등어류_고등어_육_소금에 절여 저장한것,100,g,178
옥수수_황다옥_말린것,100,g,358
국수_우동_생것,100,g,152
대구류_내장_생것,100,g,94
보리_큰알보리_순_동결건조한것,100,g,283
고등어류_고등어_육_구운것_수입(영국),100,g,278
도루묵_육_소금에 절여 말린것,100,g,313
송화_분말화한것,100,g,392
브로콜리_잎_말린것,100,g,258
찹쌀_백진주_백미_생것,100,g,359
호박_애호박_말린것을 데친것,100,g,31
은어_육_구운것,100,g,165
무청_왜무_잎_생것,100,g,22
가지_생것,100,g,19
브로콜리_분말화한것,100,g,284
당면_고구마_말린것,100,g,358
고추_청양고추_생것,100,g,31
송어류_송어_육_젓갈,100,g,156
소고기_한우(1++등급)_설도(설깃살)_생것,100,g,223
소금_프랑스_소금꽃,100,g,11
모자반류_괭생이모자반_전체_생것,100,g,126
양송이버섯_데친것,100,g,15
톳_전체_생것_3월,100,g,16
가자미류_참가자미_육_생것,100,g,110
꼴뚜기류_불똥꼴뚜기_육_조린것,100,g,272
라즈베리_생것,100,g,52
칠면조고기_수입산(미국산)_구운것,100,g,189
파파야_완숙_생것,100,g,40
멥쌀_하이아미_현미_생것,100,g,360
파프리카(착색단고추)_노란색_생것,100,g,24
새우류_보리새우_육_삶은것,100,g,129
표고버섯_재배_말린것을 삶은것,100,g,35
게류_꽃게_몸통_생것,100,g,65
멥쌀_팔방미_현미_생것,100,g,358
들깨_잎_데친것,100,g,32
홍합류_지중해담치_육_구운것,100,g,136
녹차_현미_추출,100,ml,1
거위알_삶은것,100,g,187
꿀_밤,100,g,314
새우류_줄새우_육_생것,100,g,91
멥쌀_흑진미_현미_생것,100,g,357
멥쌀_현미_생것,100,g,357
콩(대두)_흑태_말린것,100,g,407
고추_빨간색_생것,100,g,85
미역류_미역_뿌리_말린것,100,g,10
양파_샬롯_생것,100,g,80
송어류_송어_알_생것,100,g,199
소고기_한우(1++등급)_앞다리(앞다리살)_생것,100,g,213
아스파라거스_데친것,100,g,17
리치_얼린것,100,g,56
멥쌀밥_수라벼_백미,100,g,159
매실_남고_생것,100,g,26
소고기_한우_양지_구운것(팬),100,g,309
닭 부산물_간_삶은것,100,g,167
톳_전체_말린것,100,g,111
소고기_한우(2등급)_설도(삼각살)_생것,100,g,202
잡곡_현미+찹쌀+현미찹쌀+보리 등_생것,100,g,358
파_쪽파_생것,100,g,26
멥쌀_미품_백미_생것,100,g,361
새우류_젓새우_전체_젓갈(육젓),100,g,70
돼지감자_삶은것,100,g,39
상어류_별상어_육_생것,100,g,95
파프리카(착색단고추)_주황색_데친것,100,g,27
감자_수미_찐것,100,g,75
소고기_한우_등심_구운것(팬),100,g,400
밤_구운것,100,g,188
닭고기_아랫다리_구운것(오븐),100,g,215
소고기_한우(1등급)_앞다리_생것,100,g,188
토마토_데친것,100,g,17
소 부산물_간_삶은것,100,g,191
포도_홍주씨들레스_껍질 포함_생것,100,g,68
백연_육_생것,100,g,89
호박_차요테_하얀색_생것,100,g,19
밤_말린것,100,g,370
콩나물_삶은것,100,g,42
유채_서양종_잎줄기_생것,100,g,36
호두유,100,g,917
표고버섯_전체_말린것을 삶은것,100,g,27
피_IEC525(NO.5)_도정_생것,100,g,376
버들송이버섯_줄기_말린것,100,g,183
잭프루트_생것,100,g,95
재첩_육_생것,100,g,94
오징어류_오징어_육_생것_강릉,100,g,95
빙어류_바다빙어_육_구운것,100,g,138
동부_삶은것,100,g,138
고추_녹광_빨간색_생것,100,g,41
소고기_한우(1++등급)_사태(상박살)_생것,100,g,222
멸치_전체_생것,100,g,97
양송이버섯_생것,100,g,15
소고기_한우(2등급)_등심_생것,100,g,275
감_단감+차랑_생것,100,g,57
유채_동채_생것,100,g,29
고구마말랭이_말린것,100,g,277
포도_말린것,100,g,297
돼지고기_뒷다리(볼기살)_생것,100,g,133
아티초크_생것,100,g,47
매실 절임_소금에 절인것,100,g,29
청어_육_훈제,100,g,311
꿀풀(하고초)_생것,100,g,48
작두(도두)_말린것,100,g,344
고추_빨간색_말린것,100,g,312
두릅_참두릅_데친것,100,g,32
갯기름나물_하우스_데친것,100,g,52
소고기_한우(1등급)_우둔_생것,100,g,162
소고기_한우(1+등급)_우둔_생것,100,g,179
소고기_한우(1+등급)_사태(상박살)_생것,100,g,211
향어(이스라엘잉어)_육_생것,100,g,189
갈치류_갈치_육_생것,100,g,153
어린양고기_수입산(미국산)_갈비_구운것(오븐),100,g,359
망고스틴_생것,100,g,71
날치_알_생것_해남,100,g,80
우유,100,g,67
당근_뿌리_데친것,100,g,31
모시풀_재래종_잎_생것,100,g,51
유자_과육_생것,100,g,40
멥쌀밥_신동진_백미,100,g,147
산호류_산호말_전체_생것_3월,100,g,42
돼지 부산물_허파_생것,100,g,85
소고기_한우(1+등급)_앞다리_생것,100,g,200
전복류_전복_육_말린것,100,g,282
오징어류_오징어_전체_생것_수입(베트남),100,g,72
해바라기유,100,g,919
율무밥_도정,100,g,172
돼지고기_등심(등심살)_생것,100,g,135
수박씨_말린것,100,g,451
복숭아씨기름,100,g,911
점줄우럭_육_생것,100,g,111
수수_도정_생것,100,g,374
삼치류_삼치_육_생것,100,g,124
원추리_생것,100,g,35
미역류_쇠미역_전체_말린것,100,g,120
소고기_한우(1++등급)_앞다리(갈비덧살)_생것,100,g,224
참죽나물(가죽나물)_삶아서 말린것,100,g,269
강달이류_눈강달이_육_젓갈,100,g,102
옥수수_단옥수수_찐것,100,g,135
블루베리_생것,100,g,48
순무_뿌리_데친것,100,g,33
땅콩기름,100,g,884
멥쌀밥_신동진_현미,100,g,160
백향과(패션프루트)_생것,100,g,100
자두_말린것,100,g,240
우롱차_추출,100,ml,0
사탕무_생것,100,g,77
배_돌배_생것,100,g,45
민어_육_조미하여 말린것,100,g,327
오리알_난백_삶은것,100,g,58
명태_육_말린것(포),100,g,372
야콘_뿌리_삶은것,100,g,42
대구류_육_소금에 절여 저장한것,100,g,101
둥굴레차_추출,100,ml,1
멸치_육_젓갈(액젓),100,g,39
멥쌀_보람찬_백미_생것,100,g,370
옥수수_찰옥4호_삶은것,100,g,156
꽁치_육_통조림,100,g,125
숭어류_숭어_육_구운것,100,g,167
멥쌀_신동진_현미_생것,100,g,350
부지갱이(섬쑥부쟁이)_말린것,100,g,258
메기_육_생것,100,g,124
정어리_육_소금에 절여 저장한것,100,g,170
콩(대두)_청자3호_말린것,100,g,399
머위_삶아서 말린것,100,g,278
보리_쌀보리_도정_생것,100,g,341
마_단마_생것,100,g,63
닭고기_가슴(껍질 제거)_생것,100,g,106
토끼고기_집토끼_끓인것,100,g,173
아몬드_볶은것,100,g,594
멜론_화이트_생것,100,g,38
표고버섯_전체_구운것(팬),100,g,25
기름종개류_미꾸리_육_생것,100,g,121
닭고기_아랫다리_삶은것,100,g,189
옥수수_다안옥_말린것,100,g,356
표고버섯_갓_말린것을 삶은것,100,g,24
향어(이스라엘잉어)_육_생것_대청댐,100,g,178
소고기_한우(1++등급)_갈비(참갈비)_생것,100,g,415
모자반류_지충이_전체_생것_3월,100,g,30
아스파라거스_하얀색_생것,100,g,21
비트_잎_생것,100,g,16
느타리버섯_노랑느타리버섯_생것,100,g,16
달래_생것,100,g,56
시금치_노지_생것,100,g,29
국수_우동_삶은것,100,g,131
취나물_참취_데친것,100,g,49
오렌지_생것,100,g,47
연어류_연어_육_약하게 소금에 절인것,100,g,153
강낭콩_삶은것,100,g,170
보리_올보리_순_생것,100,g,66
소고기_한우(2등급)_등심(살치살)_생것,100,g,274
수박_적육질_생것,100,g,31
양배추_삶은것,100,g,19
팥_팥+황백+흰나래_말린것,100,g,337
고구마_ 진홍미_ 생것,100,g,140
느타리버섯_분홍느타리버섯_생것,100,g,24
옥수수_장다옥_말린것,100,g,357
풀가사리류_불등풀가사리_줄기_말린것_2월,100,g,152
국수_중국국수_생것,100,g,249
소고기_한우(1++등급)_사태(뒷사태)_생것,100,g,178
석묵_석묵_줄기_말린것,100,g,148
삼채_잎줄기_데친것,100,g,28
넙치류_넙치(광어)_껍질_생것,100,g,186
김류_김_전체_생것,100,g,20
들깨_싹_생것,100,g,17
다랑어류_황다랑어_육_찐것,100,g,124
시금치_포항초_데친것,100,g,34
돼지고기_앞다리(부채살)_생것,100,g,152
소고기_한우(3등급)_양지(업진살)_생것,100,g,111
미역류_쇠미역_전체_생것,100,g,12
고구마_분질(밤) 고구마_찐것,100,g,169
석이버섯_말린것,100,g,165
찹쌀밥_칼슘쌀_생것,100,g,170
찹쌀_현미_생것,100,g,356
신선초(명일엽)_생것,100,g,24
파_골파_생것,100,g,29
씀바귀_생것,100,g,43
송어류_무지개송어_육_얼린것,100,g,179
귤_신예감_생것,100,g,34
멥쌀_새일미_백미_생것,100,g,366
마늘_한지형_구근_생것,100,g,129
연어류_연어_육_생것_수입(뉴질랜드),100,g,191
대구류_은대구_육_생것,100,g,144
청경채_어린잎_생것,100,g,16
박고지_말린것,100,g,268
취나물_미역취_삶아서 말린것을 삶은것,100,g,39
녹차_추출,100,ml,2
토끼고기_집토끼_생것,100,g,135
볼락류_볼락_육_구운것,100,g,121
찹쌀_보람찰_현미_생것,100,g,350
산마늘(명이나물)_잎줄기_생것,100,g,36
정어리_육_생것,100,g,171
돼지 부산물_머리고기_삶은것,100,g,363
달걀_유정란_난황_생것,100,g,333
풋마늘_잎줄기_생것,100,g,29
매실_선암매_생것,100,g,39
돼지고기_등심(등심덧살)_생것,100,g,203
보리_겉보리_조곡_생것,100,g,347
틸라피아_육_생것_춘천,100,g,126
배추_잎_말린것,100,g,278
장어류_뱀장어_육_조미하여 구운것,100,g,276
사과_양광_생것,100,g,47
칡즙,100,g,21
머루_왕머루_껍질+씨포함_생것,100,g,87
칠리_ 가루,100,g,363
치커리_뿌리_생것,100,g,72
농어류_농어_육_구운것,100,g,138
호박_잎_데친것,100,g,32
소고기_한우(1++등급)_설도(삼각살)_생것,100,g,304
포도_캠벨얼리_생것,100,g,57
파_대파_생것,100,g,23
열대비름(아마란스)_어린잎_생것,100,g,21
고추_수비초_빨간색_생것,100,g,77
곰취_야생_말린것,100,g,307
쑥_사자발쑥_데친것,100,g,55
미역류_미역_귀_말린것,100,g,10
영아자_말린것,100,g,278
정어리_육_기름담금 통조림,100,g,297
포도_청포도(힘로드시드레스)_생것,100,g,47
가리비류_가리비_육_통조림,100,g,119
옥수수_단옥수수_삶은것,100,g,118
닭 부산물_모래주머니_생것,100,g,84
고구마_줄기(껍질 포함)_생것,100,g,23
꼴뚜기류_꼴뚜기_육_젓갈,100,g,92
쥐눈이콩(검정소립콩)_말린것,100,g,403
소고기_한우(2등급)_사태_생것,100,g,155
고둥류_명주매물고둥_육_구운것,100,g,132
파프리카(착색단고추)_주황색_생것,100,g,24
소 부산물_심장(염통)_생것,100,g,112
꼴뚜기류_불똥꼴뚜기_육_조미훈제,100,g,339
병아리콩_수입산(인도산)_말린것,100,g,373
죽순_순_삶은것,100,g,19
돼지 부산물_대장_삶은것,100,g,166
옥수수_찰옥수수_찐것,100,g,132
무시래기_잎_말린것을 삶은것,100,g,27
소고기_한우(1+등급)_양지(앞치마살)_생것,100,g,297
키조개_전체_생것,100,g,57
닭 부산물_닭발_생것,100,g,199
송아지 부산물_수입산(미국산)_심장(염통)_생것,100,g,110
양배추_적양배추_생것,100,g,35
성게류_성게_육_젓갈,100,g,142
갓_돌산갓_생것,100,g,22
복류_검복_육_조미하여 말린것,100,g,313
감자_대지_생것,100,g,67
느타리버섯_참타리버섯_데친것,100,g,20
자라고기_외국산_생것,100,g,175
모자반류_모자반_줄기_분말화한것,100,g,141
산수유_과육_말린것,100,g,292
호박_늙은호박_말린것,100,g,333
배추_봄 재배_소금에 절인것,100,g,15
물쑥_데친것,100,g,47
소고기_한우(2등급)_사태(상박살)_생것,100,g,174
청각_줄기_말린것,100,g,137
소고기_한우(1+등급)_살코기_생것,100,g,251
닭고기_살코기_생것,100,g,115
팜유,100,g,917
소고기_한우(1등급)_앞다리(갈비덧살)_생것,100,g,187
보리_누리찰_도정_생것,100,g,340
고구마_점질(호박) 고구마_생것,100,g,141
닭고기_토종_다리,100,g,130
닭고기_목_생것,100,g,342
보리_미숫가루_분말화한것,100,g,412
쌈추_싸미나_생것,100,g,20
감_단감+부유_생것,100,g,56
고둥류_갈색띠매물고둥_전체_생것,100,g,146
꽃송이버섯_말린것(자연건조),100,g,173
갈래곰보_갈래곰보_줄기_생것,100,g,12
뽕나무버섯_야생_줄기_말린것,100,g,180
소고기_한우(1+등급)_앞다리(앞다리살)_생것,100,g,188
갑오징어류_쇠갑오징어_육_생것,100,g,88
코코넛_볶은것,100,g,592
능이버섯(향버섯)_생것,100,g,17
굴류_참굴_육_젓갈,100,g,101
둥굴레_잎_말린것,100,g,289
소금_프랑스_토판염,100,g,16
삼채_줄기_생것,100,g,19
잣_생것,100,g,658
고구마_줄기_데친것,100,g,17
새우류_중하_육_조미하여 말린것,100,g,331
마름_생것,100,g,183
고구마_베니하루까_껍질제거_생것,100,g,147
해파리류_해파리_육_소금에 절여 저장한것,100,g,35
밀_통밀가루_분말화한것,100,g,347
팥_붉은팥_삶은것,100,g,113
전분_칡뿌리_분말화한것,100,g,356
송아지고기_수입산(미국산)_갈비_생것,100,g,162
상추_완전결구상추(양상추)_청상추_생것,100,g,14
소고기_한우(1++등급)_등심(꽃등심살)_생것,100,g,365
무시래기_잎_말린것,100,g,249
돼지 부산물_소장(곱창)_생것,100,g,182
밀_박력밀가루_분말화한것,100,g,374
가리비류_가리비_육_삶은것,100,g,99
스테비아_생것,100,g,40
멥쌀_통일벼_현미_생것,100,g,362
살구_생것,100,g,30
토마토_유기재배_생것,100,g,17
머위_말린것,100,g,281
영아자_생것,100,g,34
돼지 부산물_맹장_생것,100,g,371
옥수수_고당옥_생것,100,g,108
고춧잎_잎_말린것,100,g,266
갑오징어류_참갑오징어_육_생것,100,g,84
소고기_한우(1++등급)_등심(살치살)_생것,100,g,363
전분_고구마_분말화한것,100,g,346
장어류_갯장어_육_생것,100,g,170
고구마_연황미_생것,100,g,127
소고기_한우(1+등급)_갈비(참갈비)_생것,100,g,373
가재류_바닷가재_육_생것,100,g,82
닭고기_구운것,100,g,247
소고기_한우(1+등급)_갈비(꽃갈비)_생것,100,g,391
닭고기_가슴(껍질 제거)_삶은것,100,g,127
목해삼_내장_생것,100,g,39
밤_대보_생것,100,g,161
틸라피아_육_찐것,100,g,127
소고기_한우(1+등급)_사태(뒷사태)_생것,100,g,153
율무_도정_생것,100,g,377
옥수수_찰옥수수_말린것,100,g,371
쑥_생것,100,g,37
퀴노아_쪄서 말린것,100,g,363
닭고기_오골계_생것,100,g,138
배암차즈기(곰보배추)_잎_생것,100,g,25
소고기_한우(2등급)_앞다리_생것,100,g,174
해바라기씨_말린것,100,g,589
닭고기_넓적다리_삶은것,100,g,230
까나리_육_생것,100,g,114
멥쌀_해담쌀_백미_생것,100,g,371
오징어류_오징어_육_말린것,100,g,352
배추_삶은것,100,g,15
호박_늙은호박_생것,100,g,38
달걀_분말화한것,100,g,376
팽이버섯_데친것,100,g,21
포도_홍아람_생것,100,g,57
송아지고기_수입산(미국산)_살코기_삶은것,100,g,201
오리알_생것,100,g,171
소고기_한우(1등급)_갈비(본갈비)_생것,100,g,312
풀버섯_생것,100,g,15
