식재료명(통합),제공 기준량,단위,평균 에너지(kcal)
삼붕냐와_생것,100,g,27
뽕잎_삶아서 말린것,100,g,279
장어류_자포뱀장어_육_생것,100,g,261
비트_어린잎_생것,100,g,21
톳_줄기_생것,100,g,16
두릅_땅두릅_잎_생것,100,g,43
홑잎나물_순_데친것,100,g,78
깨소금_ 가루_ 볶은것,100,g,638
김류_초밥김_전체_말린것,100,g,168
가시오가피_순_데친것,100,g,63
대구류_알_생것,100,g,117
흰점박이 꽃무지_유충_말린것,100,g,463
새우류_젓새우_전체_젓갈(추젓),100,g,60
목해삼_알_생것,100,g,33
체리_생것,100,g,67
도라지_순_생것,100,g,51
양배추_적양배추_찐것,100,g,32
양배추_데친것,100,g,32
코코넛_말린것,100,g,660
삼치류_평삼치_육_생것,100,g,134
문어류_세발낙지_육_생것,100,g,61
느타리버섯_여름느타리버섯_생것,100,g,21
꼬막류_피조개_육_통조림,100,g,128
호박씨_말린것,100,g,548
부추_산부추_생것,100,g,41
비타민채(다채)_생것,100,g,14
도토리_졸참도토리_분말화한것,100,g,342
호박_애호박_생것,100,g,22
염소고기_생것,100,g,181
칠면조고기_수입산(미국산)_생것,100,g,144
꼬막류_꼬막_육_찐것,100,g,169
소고기_한우_갈비_생것,100,g,307
눈퉁멸_육_말린것(포),100,g,382
국수_중면_말린것,100,g,366
천마_생것,100,g,77
꽃양배추(콜리플라워)_데친것,100,g,26
고려엉겅퀴(곤드레)_재배_말린것을 삶은 것,100,g,40
고둥류_피뿔고둥_육_찐것,100,g,127
바지락_육_생것,100,g,82
울금_뿌리줄기_생것,100,g,87
메뚜기_성충_생것,100,g,125
엉겅퀴_말린것,100,g,267
멸치_육_기름담금 통조림,100,g,189
소고기_한우(2등급)_우둔(우둔살)_생것,100,g,157
소고기_한우(1등급)_사태(상박살)_생것,100,g,185
다시마류_다시마_줄기_말린것_강릉,100,g,110
새우류_대하_육_말린것,100,g,400
옥수수_양안옥_말린것,100,g,358
참깨_흰깨_볶은것,100,g,557
고등어류_고등어_육_삶은것,100,g,281
달래_삶은것,100,g,58
고구마_분질(밤) 고구마_구운것,100,g,189
소리쟁이_잎_말린것,100,g,259
밴댕이_육_생것,100,g,225
귀리_쌀귀리+조양_도정_생것,100,g,390
양배추_생것,100,g,29
소고기_한우(1+등급)_설도(도가니살)_생것,100,g,171
꼴뚜기류_참꼴뚜기_육_삶아서 말린것,100,g,286
달걀_유정란_생것,100,g,156
콩(대두)_노란콩_볶은것,100,g,444
소고기_한우(1++등급)_설도(설깃머리살)_생것,100,g,245
잔대_순_생것,100,g,55
인삼_홍삼_말린것,100,g,309
방어류_방어_육_훈제통조림,100,g,346
국화차_추출,100,ml,0
간장_재래,100,g,34
콩(대두)_청자3호_볶은것,100,g,452
어린양 부산물_수입산(미국산)_간_생것,100,g,139
미나리_물미나리_생것,100,g,18
잡뼈국물,100,g,28
참기름,100,g,920
멥쌀_삼광_백미_생것,100,g,367
모시풀_잎_삶은것,100,g,49
옥수수기름,100,g,919
커피_원두_에스프레소_용액,100,ml,22
제비쑥_생것,100,g,35
아몬드_말린것,100,g,581
고들빼기_생것,100,g,29
죽순_순_생것,100,g,24
갓_생것,100,g,36
참죽나물(가죽나물)_생것,100,g,47
장어류_갈창갯장어_육_생것,100,g,125
귤_한라봉_생것,100,g,50
갯기름나물_생것,100,g,47
토란_찐것,100,g,76
닭고기_영계_삶은것,100,g,251
해바라기_싹_생것,100,g,9
표고버섯_전체_말린것,100,g,180
유채_서양종_잎줄기_데친것,100,g,30
돼지고기_뒷다리(도가니살)_생것,100,g,130
멜론_감로_생것,100,g,21
소고기_수입산(미국산)_목심(목심살)_생것,100,g,268
멥쌀밥_백미,100,g,146
갯가재류_갯가재_육_삶은것,100,g,99
가자미류_기름가자미_알_생것,100,g,104
더덕_뿌리_생것,100,g,89
알팔파_싹_생것,100,g,21
찹쌀_동진찰벼_백미_생것,100,g,363
게류_붉은대게_육_생것,100,g,48
피망_빨간색_데친것,100,g,33
호박_국수호박_생것,100,g,18
용과_백육종_생것,100,g,44
돼지고기_갈비_생것,100,g,236
상어류_청새리상어_육_생것,100,g,101
꼬막류_피조개_육_구운것,100,g,179
조_메조+조황메_도정_생것,100,g,373
소고기_한우(1+등급)_갈비(안창살)_생것,100,g,313
엄나무(개두릅)_잎_생것,100,g,41
케일_적꽃케일_생것,100,g,31
대합류_대합_육_구운것,100,g,148
매생이_전체_생것,100,g,13
옥수수_고당옥1호_삶은것,100,g,108
뽕나무버섯_재배_갓_말린것,100,g,192
고추냉이_잎줄기_생것,100,g,27
면실유,100,g,883
아귀류_아귀_육_생것,100,g,63
멥쌀_해품_현미_생것,100,g,349
돼지감자_말린것,100,g,172
소고기_한우(2등급)_갈비_생것,100,g,306
갯강구_육_생것,100,g,295
배추_가을 재배_생것,100,g,17
밴댕이_육_삶아서 말린것,100,g,335
아위버섯_생것,100,g,26
소고기_한우(1+등급)_사태(뭉치사태)_생것,100,g,138
호밀_통호밀_생것,100,g,334
망둑어류_문절망둑_육_장류를 넣고 가열하여 조린것,100,g,275
멥쌀밥_누룽지,100,g,393
소고기_한우(1++등급)_양지(치마양지)_생것,100,g,253
소고기_한우(1++등급)_사태(아롱사태)_생것,100,g,233
으깬감자,100,g,83
돼지고기_삼겹살(삼겹살)_삶은것,100,g,427
키위_골드_생것,100,g,54
옥수수_순_생것,100,g,40
오징어류_오징어_전체_통조림,100,g,89
멥쌀_밭벼_칠분도미_생것,100,g,359
꿀_아카시아,100,g,308
송아지고기_수입산(미국산)_채끝(채끝살)_삶은것,100,g,252
고구마_잎_생것,100,g,47
우뭇가사리류_우뭇가사리_줄기_우무(우뭇가사리를 끓여 굳힌것),100,g,2
완두_말린것,100,g,363
박_씨 포함_생것,100,g,32
멥쌀밥_밭벼_현미,100,g,156
파슬리_생것,100,g,20
배추우거지_생것,100,g,18
엄나무(개두릅)_잎_데친것,100,g,37
포도_델라웨어_생것,100,g,67
고사리_삶아서 말린것,100,g,273
소고기_한우(2등급)_목심(목심살)_생것,100,g,194
딸기_킹스베리_생것,100,g,31
꼬막류_꼬막_육_말린것,100,g,441
장어류_무태뱀장어_육_생것,100,g,181
달걀_난백_생것,100,g,50
소 부산물_선지(피)_생것,100,g,51
매생이_전체_생것_장흥,100,g,17
배추_알배기_생것,100,g,15
부추_호부추_데친것,100,g,32
돼지고기_뒷다리(보섭살)_생것,100,g,138
동자개(빠가사리)_육_생것,100,g,117
자운영_생것,100,g,40
"양식 송어",100,g,55
횟대류_대구횟대_육_생것,100,g,93
멸치_육_추출,100,g,0
돼지 부산물_자궁_생것,100,g,73
로즈마리_말린것,100,g,331
배추_여름 재배_소금에 절인것,100,g,17
멥쌀_일품_백미_생것,100,g,367
쥐치류_쥐치_육_생것,100,g,83
쌈추_생것,100,g,25
송아지고기_수입산(미국산)_등심_생것,100,g,177
포도씨유,100,g,920
두릅_땅두릅_데친것,100,g,24
멥쌀_한가루_백미_생것,100,g,373
송아지 부산물_수입산(미국산)_혀_생것,100,g,131
오레가노_말린것,100,g,265
꽁치_육_소금에 절여 저장한것,100,g,198
파_생것,100,g,29
멥쌀_새추청벼_백미_생것,100,g,366
결명자차_추출,100,ml,0
브로콜리_잎_생것,100,g,38
산수유_열매_생것,100,g,112
유자,100,g,49
오징어류_살오징어_몸통_구운것,100,g,181
연어류_연어_전체_조리예에 따라 조리한것,100,g,205
바지락_육_젓갈,100,g,51
여주(고야)_생것,100,g,22
전갱이류_전갱이_육_소금에 절여 말린것,100,g,262
멥쌀_호품벼_백미_생것,100,g,354
만가닥버섯_데친것,100,g,19
닭 부산물_발_삶은것,100,g,215
리크_데친것,100,g,28
쥐치류_쥐치_육_조미하여 말린것(포),100,g,352
뽕잎_생것,100,g,65
플럼코트_생것,100,g,47
돼지 부산물_췌장_생것,100,g,154
가리비류_가리비_관자(패주)_생것,100,g,91
기름종개류_미꾸리_육_삶은것,100,g,84
소고기_한우(1등급)_양지(차돌박이)_생것,100,g,408
홍합류_진주담치_육_생것_충무,100,g,75
애기청각_전체_생것_3월,100,g,17
옥수수_단옥수수_생것,100,g,118
찹쌀_조생흑찰_흑미_생것,100,g,363
꼬막류_꼬막_육_구운것,100,g,153
소고기_한우(3등급)_설도(보섭살)_생것,100,g,108
호박_국수호박_데친것,100,g,16
다시마류_다시마_줄기_튀긴것,100,g,253
미역류_미역_전체_생것_3월,100,g,15
골든세이지_말린것,100,g,385
밀_카무트_수입산(미국산)_분말화한것,100,g,334
민들레_데친것,100,g,30
고비_야생_말린것을 삶은것,100,g,31
설탕_백설탕,100,g,387
복숭아_백도_생것,100,g,49
삼백초_잎_말린것,100,g,278
보리_겉보리_할맥,100,g,354
멥쌀_큰눈벼_백미_생것,100,g,375
들깨_잎_생것,100,g,47
소 부산물_양(위)_삶은것,100,g,166
소고기_한우(2등급)_등심(아래등심살)_생것,100,g,246
느타리버섯_말린것(자연건조),100,g,182
찹쌀_눈큰흑찰1호_흑미_생것,100,g,360
자몽(그레이프프루트)_생것,100,g,32
양파_찐것,100,g,31
메밀묵_생것,100,g,54
닭 부산물_심장(염통)_삶은것,100,g,185
밴댕이_육_젓갈,100,g,115
오렌지_착즙,100,g,32
큰느타리버섯(새송이버섯)_데친것,100,g,21
멥쌀_친들_현미_생것,100,g,353
미역류_미역_전체_말린것,100,g,120
마_둥근마_생것,100,g,152
크랜베리_말린것에 당류를 가한것,100,g,314
가리비류_가리비_육_말린것,100,g,387
오렌지_네블_생것,100,g,47
피망_초록색_데친것,100,g,23
소고기_한우(1++등급)_갈비(안창살)_생것,100,g,313
게르치류_게르치_육_삶은것,100,g,179
양파_레드프라임_생것,100,g,37
부지갱이(섬쑥부쟁이)_삶아서 말린것을 삶은것,100,g,48
감잎차_추출,100,ml,0
학공치_육_조미하여 말린것,100,g,361
시금치_포항초_생것,100,g,35
홍합류_참담치(홍합)_육_삶아서 말린것,100,g,391
장수풍뎅이_유충_말린것,100,g,502
붉은맛(큰죽합)_육_생것_충무,100,g,95
게류_꽃게_육_찐것,100,g,92
바리류_대왕붉바리_육_생것,100,g,142
농어류_농어_육_생것_충무,100,g,96
닭고기_날개_생것,100,g,178
송아지고기_수입산(미국산)_어깨_구운것,100,g,183
돔류_실붉돔_육_생것,100,g,112
소 부산물_천엽_생것,100,g,57
팽창제_효모_말린것,100,g,307
미역류_미역_전체_생것,100,g,16
양하_생것,100,g,13
배추_여름 재배_삶은것,100,g,17
비름_생것,100,g,23
치커리_치콘_생것,100,g,15
쇠귀나물_뿌리_데친것,100,g,129
호밀_분말화한것,100,g,324
무청_조선무_잎_생것,100,g,23
생연어(노르웨이),100,g,273
고구마_신율미_껍질제거_생것,100,g,164
보리밥 열매_말린것,100,g,354
후추_ 흰색_ 가루,100,g,374
당귀_참당귀_잎_생것,100,g,39
참죽나물(가죽나물)_삶아서 말린것을 삶은것,100,g,52
도토리_분말화한것,100,g,354
아몬드유,100,g,884
열대비름(아마란스)_잎_생것,100,g,45
소고기_한우(1등급)_우둔(홍두깨살)_생것,100,g,146
근대_생것,100,g,18
박대_육_말린것,100,g,147
메밀_싹_생것,100,g,24
소고기_한우(1등급)_갈비(꽃갈비)_생것,100,g,396
매생이_전체_말린것_장흥,100,g,160
옥수수_찰옥4호_생것,100,g,162
수수_찰수수+남풍찰_도정_생것,100,g,378
칡뿌리_생것,100,g,137
들깨_볶은것,100,g,530
소금,100,g,0
감자_수미_삶은것,100,g,76
보리차_추출,100,ml,0
고사리_말린것,100,g,261
계피_분말화한것,100,g,349
돼지 부산물_직장_생것,100,g,344
고둥류_명주매물고둥_육_생것,100,g,100
팥_붉은팥+서나_말린것,100,g,341
옥수수_찰옥수수_삶은것,100,g,136
멥쌀_일미벼_백미_생것,100,g,372
게걸무_뿌리_생것,100,g,59
누에_유충_분말화한것,100,g,482
국수_말린것을 삶은것,100,g,123
소고기_한우(1등급)_사태_생것,100,g,157
우엉_생것,100,g,69
우뭇가사리류_가사리_전체_생것_3월,100,g,27
소고기_한우(1등급)_설도(설깃머리살)_생것,100,g,197
소고기_한우(1+등급)_앞다리(부채살)_생것,100,g,251
고등어류_고등어_육_통조림,100,g,114
다슬기류_다슬기_육_생것,100,g,93
소고기_한우(1등급)_사태(뭉치사태)_생것,100,g,147
마늘_난지형_구근_구운것,100,g,147
멥쌀_수라벼_백미_생것,100,g,346
멥쌀_알찬미_백미_생것,100,g,374
돼지고기_삼겹살(삼겹살)_구운것(팬),100,g,484
갑오징어류_갑오징어_육_말린것,100,g,339
분유_전지,100,g,509
땅콩_말린것,100,g,520
감_단감+서촌조생_생것,100,g,62
금귤_생것,100,g,73
소고기_한우(1+등급)_우둔(우둔살)_생것,100,g,183
백향과(패션프루트) 주스_자색과육,100,g,51
목이버섯_흰백목이_생것,100,g,28
귤_하례조생+하우스_생것,100,g,44
양파_ 가루,100,g,354
멥쌀_골든퀸3호_백미_생것,100,g,354
종어_육_생것,100,g,74
해바라기씨_볶은것,100,g,582
닭고기_전체_튀긴것,100,g,274
뱅어_육_생것,100,g,68
메밀 국수_생것,100,g,291
배초향(방아)_잎_생것,100,g,55
넙치류_넙치(광어)_전체_생것_수입(미국),100,g,116
복숭아_천중도_생것,100,g,49
톳_전체_생것,100,g,19
호박_단호박_데친것,100,g,30
갯가재류_갯가재_내장_생것,100,g,89
청어_알_생것,100,g,113
목이버섯_생것,100,g,13
머위_생것,100,g,17
케일_생것,100,g,26
멥쌀_한아름4호_백미_생것,100,g,369
마늘_한지형_구근_구운것,100,g,184
연근_생것,100,g,75
멥쌀밥_삼광_백미,100,g,146
소고기_한우(3등급)_채끝(채끝살)_생것,100,g,113
돼지고기_삼겹살_생것,100,g,372
소고기_한우(2등급)_살코기_생것,100,g,214
포도_청포도(힘로드시드레스)_껍질 포함_생것,100,g,45
송아지 부산물_수입산(미국산)_허파_생것,100,g,90
멥쌀_친들_백미_생것,100,g,364
소고기_한우(1+등급)_갈비_생것,100,g,388
콩(대두)_대풍_말린것,100,g,405
소고기_한우(1+등급)_갈비(본갈비)_생것,100,g,388
다랑어류_참다랑어_육_구운것,100,g,204
새우류_꽃새우_육_생것,100,g,127
고래고기_생것,100,g,111
김류_모무늬돌김_전체_생것_해남_2월,100,g,45
멥쌀_향미벼_백미_생것,100,g,368
취나물_참취_삶아서 말린것을 데친것,100,g,49
쥐치류_말쥐치_육_조미하여 말린것(포),100,g,346
고둥류_피뿔고둥_내장_생것,100,g,130
매생이_줄기_생것,100,g,43
넙치류_넙치(광어)_육_생것,100,g,139
부추_재래종_생것,100,g,22
잉어_육_삶은것,100,g,211
파래류_갈파래_줄기_말린것,100,g,143
뽕잎_삶아서 말린것을 삶은것,100,g,51
복숭아_황도_생것,100,g,49
곶감_말린것,100,g,219
장어류_칠성장어_육_생것,100,g,287
참나물_재배_말린것,100,g,308
도토리 국수_말린것,100,g,343
파스타_마카로니_말린것을 삶은것,100,g,126
게류_방게_육_생것,100,g,73
소고기_한우(1++등급)_앞다리_생것,100,g,222
도라지_순_데친것,100,g,41
매실 절임_당류에 절인것,100,g,216
돼지 부산물_간_삶은것,100,g,165
송어류_송어_육_소금에 절여 저장한것,100,g,260
새우류_물렁가시붉은새우_육_생것,100,g,83
무 절임(치킨무)_뿌리_소금에 절인것,100,g,22
가자미류_가자미_육_생것,100,g,143
배추_봄 재배_생것,100,g,13
해삼_육_말린것,100,g,348
마늘_수입산(중국산)_구근_데친것,100,g,127
새우류_중하_육_통조림,100,g,105
기러기알_생것,100,g,193
강낭콩_생것,100,g,172
는쟁이냉이_생것,100,g,28
큰느타리버섯(새송이버섯)_말린것,100,g,179
돼지고기_뒷다리(설깃살)_생것,100,g,139
줄나물_말린것,100,g,236
귤_궁천조생+하우스_생것,100,g,42
오리고기_껍질 포함_삶은것,100,g,277
소고기_한우(1++등급)_갈비_생것,100,g,406
멥쌀_영호진미_백미_생것,100,g,371
녹두_삶은것,100,g,158
메밀 국수_말린것,100,g,372
귤_유라조생+하우스_생것,100,g,39
돼지고기_사태_생것,100,g,156
명태_알_생것,100,g,130
감자_대지_구운것,100,g,90
국수_중국국수_삶은것,100,g,133
송아지고기_수입산(미국산)_등심_삶은것,100,g,284
명태_육_조미하여 말린것(포),100,g,319
피스타치오넛_말린것,100,g,560
찹쌀_백옥찰_백미_생것,100,g,365
멜론_머스크_생것,100,g,40
송아지고기_수입산(미국산)_갈비_구운것,100,g,228
아마씨유,100,g,884
김류_참김_전체_조미,100,g,341
멥쌀_예찬_백미_생것,100,g,363
찹쌀_화선찰벼_백미_생것,100,g,375
쥐치류_쥐치_육_말린것(포),100,g,376
소고기_한우(2등급)_양지(차돌박이)_생것,100,g,326
메밀 냉면_말린것,100,g,360
옥수수_평안옥_말린것,100,g,358
돼지고기_등심(알등심살)_생것,100,g,145
멥쌀밥_삼광_현미,100,g,165
표고버섯_전체_말린것(자연건조),100,g,174
당면_고구마+감자_말린것,100,g,346
파프리카(착색단고추)_Raon yellow(미니파프리카)_노란색_생것,100,g,41
팽이버섯_갈색팽이_데친것,100,g,21
귀뚜라미_성충_생것,100,g,130
오징어류_팔완향오징어_육_생것,100,g,59
날개콩_미숙_생것,100,g,36
횟대류_도치_육_소금에 절여 말린것,100,g,313
쥐눈이콩(검정소립콩)_삶은것,100,g,184
숙주나물_찐것,100,g,16
소고기_한우(1++등급)_갈비(본갈비)_생것,100,g,376
배추_알배기_삶은것,100,g,17
숭어류_숭어_육_생것,100,g,119
보리_큰알보리1호_도정_생것,100,g,345
호박_단호박_찐것,100,g,66
파파야_미숙_생것,100,g,23
포도_수옥_생것,100,g,69
바리류_대왕붉바리_육_생것_거문도,100,g,140
표고버섯_전체_생것,100,g,22
소 부산물_심장(염통)_삶은것,100,g,165
가재류_가시발새우_육_생것,100,g,83
염소고기_외국산_생것,100,g,99
죽순_순_삶아서 말린것,100,g,314
소고기_한우(1등급)_앞다리(부채살)_생것,100,g,253
파슬리_말린것,100,g,298
라이마빈스_삶은것,100,g,122
사탕수수_생것,100,g,77
연어류_홍연어_육_구운것,100,g,181
고구마_줄기_삶아서 말린것을 삶은것,100,g,23
청경채_데친것,100,g,11
보리_엿기름_말린것,100,g,358
롱안_말린것,100,g,286
모시풀_잎_생것,100,g,64
가리비류_가리비_관자(패주)_삶아서 말린것,100,g,334
김류_참김_전체_구운것,100,g,193
홑잎나물_순_생것,100,g,96
소고기_한우(1등급)_사태(앞사태)_생것,100,g,147
고추냉이_분말화한것,100,g,299
부세_육_생것,100,g,136
표고버섯_전체_데친것,100,g,20
동부_수입산(미얀마산)_말린것,100,g,345
메추리알_삶은것,100,g,155
옥수수_대학_생것,100,g,164
연어류_연어_전체_삶은것,100,g,193
소고기_한우(2등급)_갈비(안창살)_생것,100,g,238
옥수수묵,100,g,55
멥쌀밥_밭벼_칠분도미,100,g,155
김류_참김_전체_말린것,100,g,165
포도_세레단_생것,100,g,58
돔류_참돔_육_삶은것,100,g,202
고구마_찐것,100,g,163
고둥류_갈색띠매물고둥_내장_생것,100,g,195
보리_겉보리_압맥,100,g,343
땅콩_검정땅콩_말린것,100,g,574
치커리_적치커리_잎_생것,100,g,20
멥쌀밥_농림나1호_칠분도미,100,g,205
당밀_가공당,100,g,274
조_메조+단아메_도정_생것,100,g,372
감자_보라밸리_생것,100,g,60
오크라_데친것,100,g,29
잉어_내장_생것,100,g,286
새우류_중하_육_데쳐서 말린것,100,g,300
닭 부산물_닭발_육수,100,g,4
고구마_주황미_생것,100,g,105
마늘_난지형_구근_생것,100,g,128
돼지고기_갈비_삶은것,100,g,296
옥수수_메옥수수_생것,100,g,178
뱅어_육_말린것,100,g,311
닭고기_날개_삶은것,100,g,233
멥쌀_운광_현미_생것,100,g,355
임연수어_육_반정도 말린것,100,g,179
전갱이류_전갱이_육_구운것,100,g,174
멥쌀밥_추청벼_백미,100,g,151
대구류_머리_말린것,100,g,255
대추_생것,100,g,105
다시마류_다시마_줄기_추출,100,g,1
다시마류_용다시마_전체_생것_해남_7월,100,g,24
고사리_데친것,100,g,21
호박_쥬키니_삶은것,100,g,12
오징어류_오징어_전체_말린것_수입(베트남),100,g,291
소 부산물_소장(곱창)_생것,100,g,145
숭어류_숭어_알_소금에 절여 말린것,100,g,392
소 부산물_허파_삶은것,100,g,120
멥쌀밥_농림나1호_현미,100,g,201
감말랭이_갑주백목_말린것,100,g,255
고구마_잎_데친것,100,g,41
멥쌀_칠분도미_생것,100,g,348
고수(향채)_생것,100,g,33
소고기_수입산(미국산)_목심(목심살)_삶은것,100,g,359
귀리_겉귀리_도정_생것,100,g,388
머루씨_생것,100,g,282
송아지 부산물_수입산(미국산)_심장(염통)_삶은것,100,g,186
미역류_미역_줄기_소금에 절여 저장한것,100,g,38
산마늘(명이나물)_잎줄기_데친것,100,g,37
새우류_중하_전체_말린것,100,g,273
소금_천일염,100,g,20
라임 주스_천연과즙,100,g,25
땅콩_분말화한것,100,g,560
곤약(구약나물)_분말화한것,100,g,194
멥쌀_금강1호_현미_생것,100,g,365
소고기_한우(1++등급)_설도(도가니살)_생것,100,g,175
진두발_육_말린것,100,g,66
배추_유기재배_생것,100,g,14
지누아릿과류_참개도박_전체_생것_3월,100,g,48
연어류_연어_전체_통조림,100,g,180
감_연시+월하시_생것,100,g,76
갯기름나물_노지_어린잎_데친것,100,g,53
염소고기_삶은것,100,g,251
연어류_홍연어_육_훈제,100,g,159
동아_생것,100,g,15
멥쌀밥_오대_현미,100,g,166
거위알_생것,100,g,193
전갱이류_전갱이_육_조미통조림,100,g,145
은어_육_생것,100,g,114
가오리류_가오리_육_조미하여 말린것,100,g,340
누리장나무잎_생것,100,g,65
소고기_한우(1++등급)_우둔(우둔살)_생것,100,g,191
밤_대보_삶은것,100,g,162
밤_옥광_삶은것,100,g,149
고비_야생_삶은것,100,g,25
만새기_육_생것,100,g,111
미나리_물미나리_줄기_생것,100,g,22
표고버섯_분말화한것,100,g,186
조뱅이_생것,100,g,47
문어류_문어_육_삶은것,100,g,101
올리브유,100,g,921
용과_황색종_생것,100,g,54
겨자_분말화한것,100,g,413
멥쌀_밭벼_백미_생것,100,g,331
닭 부산물_간_구운것(팬),100,g,154
홍합류_참담치(홍합)_육_삶은것,100,g,110
조_차조+경관2호_도정_생것,100,g,375
메추리알_난백_생것,100,g,52
참깨_검정깨_말린것,100,g,549
목이버섯_말린것,100,g,169
청어_육_말린것,100,g,464
호박_차요테_초록색_생것,100,g,21
팽이버섯_갈색팽이_생것,100,g,21
백합류_백합_육_구운것,100,g,78
소고기_한우(1++등급)_앞다리(부채살)_생것,100,g,285
임연수어_육_소금에 절여 저장한것,100,g,220
귤_임온주_생것,100,g,43
들기름,100,g,920
조_메조+삼다메_도정_생것,100,g,372
당면_고구마_삶은것,100,g,123
당귀_일당귀_잎_생것,100,g,43
옥수수_메옥수수_구운것,100,g,372
소고기_한우(1+등급)_양지(차돌박이)_생것,100,g,484
밤_삶은것,100,g,155
게류_왕게_육_생것,100,g,67
옥수수_신황옥_말린것,100,g,357
세멸_육_볶은것,100,g,380
옥수수_고당옥_삶은것,100,g,112
대구류_육_데친것,100,g,95
멥쌀_쌀눈_찐것,100,g,152
연어류_연어_전체_전자레인지로 가열한것,100,g,200
가리비류_비단가리비_육_생것_충무,100,g,76
새우류_흰다리새우_육_생것,100,g,109
고등어류_고등어_육_생것,100,g,231
꼬시래기류_꼬시래기_줄기_생것,100,g,17
문어류_주꾸미_육_생것,100,g,52
배 과즙,100,g,52
소고기_한우(2등급)_사태(아롱사태)_생것,100,g,221
멥쌀밥_농림나1호_백미,100,g,213
꼴뚜기류_불똥꼴뚜기_육_생것,100,g,101
퉁퉁마디(함초)_노지_생것,100,g,19
사과_홍옥_생것,100,g,58
소고기_한우(1+등급)_사태(아롱사태)_생것,100,g,241
닭기름,100,g,900
소고기_한우(2등급)_갈비(본갈비)_생것,100,g,310
망고_생것,100,g,61
취나물_참취_삶아서 말린것,100,g,299
올리브 피클_숙과,100,g,121
피칸_말린것,100,g,691
브로콜리_잎_삶아서 말린것,100,g,271
꿀,100,g,313
옥수수_메옥수수_말린것,100,g,358
돼지고기_삼겹살(토시살)_생것,100,g,141
고구마_줄기_삶은것,100,g,14
분유_탈지,100,g,358
연어류_연어_전체_생것_수입(노르웨이),100,g,182
돼지 부산물_심장(염통)_생것,100,g,118
어린양고기_수입산(미국산)_갈비_생것,100,g,372
홍합류_참담치(홍합)_육_통조림,100,g,99
오디_재래종_생것,100,g,54
삼백초_줄기_말린것,100,g,278
새우류_새우_껍질_생것,100,g,323
멥쌀_추청벼_현미_생것,100,g,362
소고기_한우(2등급)_양지_생것,100,g,232
성게류_보라성게_육_젓갈,100,g,150
해삼_육_소금에 절여 저장한것,100,g,38
새우류_젓새우_육_젓갈,100,g,55
참외_씨 제거_생것,100,g,40
소고기_한우(1등급)_양지(업진살)_생것,100,g,291
고둥류_보말고둥_육_삶은것,100,g,118
콩(대두)_흑태_삶은것,100,g,199
미역류_곰피_줄기_생것,100,g,157
상어류_악상어_육_생것,100,g,196
미역류_미역_줄기_생것,100,g,13
올스파이스_ 가루,100,g,275
어린양고기_수입산(미국산)_살코기_생것,100,g,143
갓_돌산갓_삶은것,100,g,19
열무_데친것,100,g,17
부추_호부추_생것,100,g,30
소고기_한우(2등급)_양지(치마양지)_생것,100,g,182
로열젤리,100,g,104
돼지고기_앞다리(주걱살)_생것,100,g,144
삼치류_삼치_육_구운것,100,g,204
고들빼기_이고들빼기_생것,100,g,39
꽃송이버섯_생것,100,g,19
커피_원두_커피(아메리카노 2샷) _용액,100,ml,2
얼갈이배추_소금에 절인것,100,g,15
죽순_순_데친것,100,g,30
